Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Madagascar,0.002,0.008,0.009,0.009,0.009,0.011,0.011,0.012,0.013,0.013,0.012,0.013,0.016,0.020,0.026,0.030,0.033,0.044,0.052,0.082,0.090,0.086,0.000,0.000,0.055,0.051,0.051,0.037,0.033,0.030,0.038,0.035,0.023,0.038,0.028,0.027,0.049,0.053,0.050,0.045,0.047,0.065,0.058,0.073,0.054,0.054,0.054,0.082,0.103,0.071,0.057,0.072,0.069,0.072,0.070,0.059,0.059,0.067,0.073,0.077,0.087,0.099,0.098
Maldives,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Middle East & North Africa,0.000,0.000,1.125,1.272,1.612,1.869,2.123,2.561,3.093,3.736,4.740,4.898,5.434,8.075,13.202,16.109,18.294,31.637,34.585,36.102,43.136,52.423,54.348,49.370,50.691,47.411,30.197,50.639,54.322,46.431,58.319,66.539,59.660,38.544,38.661,36.992,38.426,48.599,52.641,50.759,56.795,61.241,51.584,54.138,61.157,69.189,77.664,91.908,107.852,113.607,125.472,137.355,152.910,170.812,182.713,162.589,138.710,147.809,150.364,136.784,133.765,150.567,167.862
Mexico,0.084,0.086,0.099,0.112,0.120,0.119,0.130,0.134,0.149,0.180,0.177,0.191,0.242,0.301,0.407,0.505,0.532,0.438,0.518,0.680,0.810,1.285,0.858,0.779,1.156,1.242,0.817,0.813,0.982,1.153,1.211,1.459,1.825,2.123,2.635,1.563,1.883,2.184,2.263,2.653,3.031,3.229,3.172,2.960,2.854,3.123,3.035,4.223,4.335,4.514,4.789,5.498,5.717,6.473,6.759,5.469,5.337,5.062,5.840,6.651,8.045,8.681,8.536
Marshall Islands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Middle income,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.950,82.471,78.298,84.897,72.472,76.568,89.009,95.995,101.348,100.862,105.483,111.607,116.947,115.904,138.751,160.960,184.530,173.056,208.644,252.350,276.108,312.842,352.456,383.156,412.938,432.406,427.737,431.240,464.368,487.480,489.926,500.356,538.683,581.381
North Macedonia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.131,0.083,0.079,0.066,0.070,0.226,0.106,0.116,0.135,0.127,0.126,0.163,0.173,0.159,0.130,0.132,0.119,0.127,0.124,0.100,0.104,0.101,0.120,0.146,0.154,0.206,0.225
Mali,0.000,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.008,0.011,0.012,0.019,0.022,0.026,0.031,0.036,0.038,0.032,0.030,0.027,0.025,0.030,0.038,0.044,0.048,0.046,0.052,0.000,0.000,0.044,0.030,0.040,0.040,0.040,0.041,0.044,0.044,0.045,0.049,0.067,0.077,0.086,0.096,0.110,0.143,0.144,0.147,0.161,0.149,0.154,0.218,0.309,0.362,0.460,0.482,0.476,0.594,0.653,0.515
Malta,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.017,0.023,0.022,0.021,0.021,0.022,0.027,0.025,0.028,0.031,0.033,0.031,0.029,0.028,0.025,0.027,0.028,0.034,0.041,0.052,0.044,0.049,0.056,0.059,0.059,0.056,0.050,0.054,0.057,0.052,0.060,0.064,0.067,0.080,0.086,0.088,0.087
Myanmar,0.090,0.086,0.091,0.100,0.098,0.107,0.105,0.102,0.105,0.114,0.123,0.128,0.117,0.152,0.160,0.139,0.155,0.169,0.183,0.191,0.202,0.205,0.195,0.192,0.189,0.197,0.232,0.204,0.255,0.550,0.814,0.943,1.370,2.062,2.802,3.932,4.675,4.781,5.873,6.950,9.031,9.464,11.000,24.189,29.854,32.954,0.000,0.000,0.000,0.000,0.000,0.000,2.969,2.367,2.373,2.552,2.456,2.222,1.529,1.532,2.498,2.108,1.857
Middle East & North Africa (excluding high income),0.000,0.000,0.830,0.899,1.210,1.377,1.448,1.619,2.064,2.435,2.940,2.926,2.885,3.692,9.018,11.811,14.030,15.568,16.635,13.468,15.664,19.849,18.409,19.260,19.718,21.042,23.015,26.641,29.902,23.795,23.974,25.486,28.848,9.616,11.480,10.305,11.553,14.267,15.714,16.534,17.969,21.007,13.823,14.896,17.799,20.569,23.298,26.980,33.267,35.337,38.062,43.059,46.439,48.118,45.881,44.183,41.655,42.888,39.527,35.520,32.862,35.161,38.535
Montenegro,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.062,0.064,0.085,0.077,0.075,0.079,0.068,0.065,0.068,0.057,0.062,0.066,0.075,0.074,0.083,0.091,0.098
Mongolia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.033,0.014,0.016,0.021,0.022,0.019,0.020,0.018,0.024,0.023,0.025,0.024,0.028,0.030,0.039,0.057,0.067,0.038,0.055,0.087,0.114,0.103,0.105,0.102,0.096,0.088,0.096,0.100,0.112,0.108,0.118
Northern Mariana Islands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Mozambique,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.076,0.078,0.092,0.099,0.103,0.116,0.137,0.148,0.171,0.084,0.064,0.079,0.085,0.072,0.060,0.059,0.073,0.033,0.036,0.042,0.049,0.057,0.055,0.051,0.054,0.060,0.078,0.062,0.057,0.069,0.084,0.084,0.099,0.119,0.139,0.158,0.174,0.134,0.110,0.129,0.197,0.217,0.288,0.310,0.282
Mauritania,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.042,0.044,0.043,0.039,0.040,0.039,0.039,0.030,0.029,0.032,0.038,0.042,0.026,0.032,0.038,0.052,0.036,0.062,0.000,0.067,0.082,0.000,0.123,0.115,0.000,0.000,0.142,0.144,0.145,0.133,0.136,0.144,0.159,0.162,0.199,0.231,0.225
Mauritius,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.006,0.005,0.003,0.003,0.003,0.002,0.003,0.004,0.005,0.006,0.009,0.010,0.011,0.011,0.012,0.013,0.013,0.010,0.008,0.009,0.009,0.009,0.010,0.011,0.011,0.011,0.011,0.012,0.016,0.015,0.015,0.018,0.017,0.023,0.020,0.017,0.022,0.023,0.023,0.022,0.018,0.020,0.020
Malawi,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.005,0.005,0.009,0.009,0.014,0.026,0.043,0.053,0.039,0.027,0.022,0.019,0.020,0.025,0.022,0.020,0.023,0.024,0.024,0.025,0.026,0.017,0.011,0.020,0.026,0.014,0.014,0.012,0.013,0.015,0.013,0.022,0.038,0.031,0.034,0.044,0.059,0.050,0.053,0.046,0.063,0.049,0.041,0.036,0.047,0.058,0.085,0.099,0.093,0.076
Malaysia,0.051,0.042,0.044,0.061,0.085,0.119,0.149,0.143,0.148,0.144,0.200,0.228,0.251,0.297,0.397,0.441,0.440,0.638,0.607,0.779,1.036,1.447,1.438,1.342,1.274,1.077,0.894,1.335,0.856,1.019,1.125,1.572,1.767,1.923,2.121,2.444,2.421,2.089,1.159,1.663,1.533,1.934,2.238,2.882,2.823,3.120,3.266,3.971,4.412,3.965,3.854,4.692,4.507,4.916,4.919,4.532,4.169,3.495,3.445,3.265,3.375,3.675,3.671
North America,49.049,51.558,56.322,56.171,55.090,56.136,68.057,80.174,86.126,86.760,85.297,80.316,82.942,83.833,92.088,95.262,98.297,108.417,117.351,130.964,148.433,181.700,227.691,230.374,252.499,279.624,303.326,312.781,319.559,332.614,336.544,310.711,335.823,326.988,317.661,305.030,296.577,301.113,298.745,306.306,328.386,340.181,386.959,450.490,504.336,546.191,573.145,607.003,676.098,724.853,757.321,773.682,745.657,697.745,665.643,651.767,657.639,669.023,705.221,756.739,801.480,831.592,903.840
Namibia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.145,0.125,0.070,0.057,0.068,0.066,0.084,0.079,0.106,0.092,0.097,0.088,0.129,0.167,0.192,0.200,0.228,0.266,0.300,0.397,0.444,0.412,0.390,0.537,0.518,0.425,0.456,0.456,0.414,0.368,0.400,0.369
New Caledonia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Niger,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.008,0.011,0.015,0.017,0.017,0.014,0.013,0.012,0.011,0.011,0.014,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.018,0.017,0.017,0.022,0.024,0.020,0.025,0.021,0.025,0.032,0.033,0.000,0.000,0.054,0.053,0.067,0.084,0.149,0.106,0.146,0.000,0.166,0.200,0.230,0.248,0.238,0.202,0.243
Nigeria,0.023,0.028,0.039,0.045,0.054,0.066,0.056,0.240,0.369,0.684,0.662,0.639,0.904,1.020,1.351,3.029,2.644,3.138,3.023,3.071,3.030,2.135,1.652,1.627,1.211,1.092,0.517,0.202,0.271,0.171,0.277,0.244,0.174,0.289,0.320,0.639,0.701,0.819,1.150,0.492,0.369,0.571,0.897,0.587,0.640,0.674,0.776,0.973,1.616,1.504,1.990,2.385,2.316,2.419,2.358,2.066,1.723,1.621,2.043,1.860,2.568,4.466,3.109
Nicaragua,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.007,0.008,0.008,0.011,0.010,0.015,0.019,0.025,0.035,0.045,0.032,0.047,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.142,0.068,0.047,0.040,0.035,0.035,0.032,0.030,0.026,0.027,0.031,0.028,0.035,0.035,0.033,0.034,0.037,0.039,0.043,0.042,0.044,0.051,0.070,0.075,0.081,0.099,0.085,0.087,0.082,0.077,0.079,0.078,0.084
Netherlands,0.455,0.552,0.604,0.637,0.735,0.750,0.771,0.884,0.906,1.017,1.080,1.249,1.522,1.917,2.285,2.815,2.898,3.705,4.227,5.038,5.269,4.527,4.830,4.257,3.977,3.884,5.351,6.543,6.729,6.399,7.421,7.246,7.905,7.055,7.137,8.012,7.829,6.839,6.836,7.026,5.972,6.200,6.728,8.356,9.377,9.567,10.218,11.480,12.375,12.132,11.221,11.648,10.365,10.226,10.333,8.668,9.115,9.581,11.115,12.001,13.086,13.942,15.607
Norway,0.148,0.165,0.192,0.205,0.220,0.266,0.273,0.294,0.322,0.350,0.388,0.428,0.492,0.608,0.711,0.913,0.977,1.115,1.307,1.454,1.669,1.650,1.698,1.699,1.555,1.797,2.168,2.753,2.895,2.933,3.395,3.288,3.804,3.176,3.403,3.508,3.537,3.253,3.325,3.309,2.922,2.966,4.066,4.518,4.887,4.885,5.012,5.875,6.371,6.196,6.499,7.232,7.144,7.392,7.337,5.815,5.997,6.853,7.541,7.542,7.225,8.435,8.388
Nepal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.006,0.007,0.007,0.008,0.011,0.012,0.013,0.015,0.017,0.020,0.022,0.025,0.029,0.029,0.031,0.031,0.034,0.036,0.036,0.038,0.035,0.038,0.037,0.039,0.040,0.040,0.043,0.042,0.047,0.051,0.065,0.085,0.103,0.131,0.159,0.157,0.170,0.187,0.210,0.255,0.285,0.257,0.281,0.328,0.324,0.356,0.437,0.429,0.429,0.434,0.451,0.428
Nauru,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
New Zealand,0.101,0.097,0.096,0.100,0.123,0.127,0.148,0.150,0.136,0.148,0.172,0.181,0.206,0.246,0.291,0.292,0.272,0.307,0.389,0.437,0.677,0.660,0.609,0.568,0.530,0.529,0.691,0.926,0.962,0.960,1.058,0.989,0.870,0.867,0.980,1.146,1.238,1.181,0.969,0.970,0.858,0.797,0.866,1.091,1.193,1.291,1.360,1.592,1.535,1.462,1.757,1.938,1.953,1.952,1.995,1.735,1.922,2.145,2.302,2.726,2.810,2.906,2.829
OECD members,69.545,73.450,80.885,82.941,83.412,86.079,100.050,114.376,121.262,124.049,126.003,126.053,136.654,149.694,167.356,182.942,189.063,210.036,230.706,255.297,291.487,318.809,363.314,362.525,380.534,409.550,469.301,512.576,537.601,548.344,589.906,574.433,608.950,584.245,583.071,592.665,583.882,567.749,559.981,574.531,585.173,587.504,651.436,761.241,853.282,901.901,946.061,1024.800,1131.460,1162.830,1200.630,1243.130,1199.520,1146.020,1118.220,1051.210,1067.060,1094.290,1163.730,1221.020,1292.180,1367.710,1422.330
Oman,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.055,0.090,0.256,0.523,0.589,0.515,0.574,0.584,0.884,1.133,1.262,1.457,1.581,1.618,1.306,1.139,1.149,1.172,1.448,1.255,1.517,1.440,1.520,1.514,1.437,1.482,1.318,1.340,1.577,1.820,1.868,1.969,2.231,2.739,3.023,3.245,3.462,3.367,3.671,5.001,9.251,8.766,8.214,7.534,7.936,6.803,7.565,6.551,6.096,5.784,5.783
Other small states,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.278,0.901,0.982,1.045,1.252,1.387,1.272,1.092,1.065,1.109,1.141,1.356,1.429,1.606,1.756,2.011,2.271,2.283,2.336,2.616,2.723,2.907,3.169,2.921,2.984,3.073,3.265,3.404,3.376,3.498,3.482
Pakistan,0.209,0.210,0.200,0.220,0.258,0.440,0.550,0.478,0.493,0.553,0.635,0.739,0.478,0.478,0.609,0.771,0.833,0.914,1.032,1.182,1.429,1.737,1.853,1.986,2.114,2.144,2.283,2.500,2.722,2.580,2.810,3.067,3.389,3.309,3.321,3.666,3.548,3.320,3.219,3.081,2.973,2.842,3.273,3.723,4.128,4.587,4.969,5.343,5.227,5.275,5.975,6.955,7.479,7.656,8.677,9.506,10.005,11.490,11.745,10.399,10.408,11.836,10.337
Panama,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.103,0.102,0.073,0.079,0.079,0.095,0.101,0.097,0.101,0.118,0.104,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Peru,0.049,0.063,0.066,0.097,0.120,0.133,0.145,0.244,0.113,0.129,0.218,0.247,0.276,0.364,0.455,0.711,0.778,1.032,0.665,0.521,0.949,0.995,1.269,0.927,0.666,0.667,0.868,1.455,0.737,0.863,0.777,0.698,0.905,0.957,1.111,1.413,1.396,1.179,1.142,0.992,0.912,0.904,0.840,0.891,0.922,1.203,1.291,1.333,1.504,1.849,2.179,2.355,2.858,3.305,3.218,3.312,2.536,2.666,2.649,2.767,2.654,2.658,2.845
Philippines,0.124,0.129,0.083,0.094,0.094,0.093,0.110,0.129,0.154,0.189,0.155,0.161,0.196,0.301,0.522,0.000,0.715,0.754,0.623,0.874,0.879,0.982,0.965,0.800,0.513,0.609,0.594,0.652,0.932,0.955,0.951,0.913,1.079,1.173,1.392,1.700,1.879,1.576,1.226,1.341,1.303,1.122,1.199,1.301,1.243,1.373,1.607,2.014,2.271,2.116,2.438,2.701,2.899,3.377,3.103,3.336,3.332,3.836,4.107,4.268,4.693,5.546,3.965
Palau,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Papua New Guinea,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.022,0.022,0.027,0.030,0.039,0.038,0.000,0.000,0.000,0.034,0.037,0.042,0.046,0.053,0.069,0.053,0.059,0.069,0.083,0.056,0.079,0.080,0.050,0.036,0.034,0.025,0.017,0.019,0.024,0.030,0.031,0.039,0.039,0.052,0.046,0.064,0.111,0.105,0.112,0.100,0.079,0.081,0.080,0.092,0.093,0.089,0.097
Poland,3.550,4.025,4.375,4.950,5.200,5.525,5.975,6.275,7.225,7.975,8.525,9.452,10.054,12.060,13.163,14.337,15.572,17.380,10.293,1.937,1.506,1.568,2.122,2.196,2.314,2.141,2.174,1.765,1.784,1.494,1.541,1.722,1.882,2.123,2.252,2.719,3.083,3.192,3.491,3.227,3.146,3.631,3.776,4.150,4.779,5.896,6.619,8.589,9.349,7.904,8.790,9.455,8.987,9.276,10.345,10.213,9.164,9.871,12.041,11.786,13.368,15.112,16.573
Pre-demographic dividend,0.000,0.000,0.000,0.000,0.000,0.512,0.516,0.681,0.899,1.360,1.467,1.536,1.889,2.287,3.534,5.468,5.322,6.392,7.216,8.117,8.746,8.762,4.181,4.094,4.135,3.958,3.568,3.622,3.859,3.683,4.772,4.050,2.690,4.226,2.252,2.087,2.304,2.707,2.922,3.551,2.943,2.765,3.283,3.666,5.584,6.789,9.025,11.675,16.763,16.454,14.671,16.148,16.386,23.465,24.202,24.404,19.842,23.125,18.818,19.460,18.687,19.942,18.884
Puerto Rico,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Korea, Dem. People's Rep.",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.824,0.870,0.913,0.961,1.604,0.000,0.000,0.000,0.000
Portugal,0.079,0.129,0.151,0.150,0.169,0.175,0.194,0.252,0.281,0.283,0.329,0.391,0.448,0.516,0.746,0.588,0.471,0.436,0.470,0.530,0.655,0.637,0.606,0.523,0.475,0.494,0.707,0.854,1.018,1.100,1.416,1.598,1.913,1.656,1.642,2.016,1.964,1.804,1.764,1.817,1.665,1.756,1.965,2.363,2.847,3.143,3.154,3.309,3.715,3.738,3.540,3.652,3.040,3.262,3.002,2.644,3.178,2.720,3.246,3.299,3.268,3.897,3.500
Paraguay,0.007,0.007,0.008,0.009,0.010,0.012,0.014,0.015,0.017,0.018,0.019,0.021,0.029,0.031,0.031,0.043,0.047,0.055,0.070,0.064,0.089,0.132,0.208,0.221,0.173,0.158,0.191,0.117,0.178,0.098,0.112,0.198,0.170,0.158,0.161,0.207,0.202,0.168,0.139,0.117,0.110,0.091,0.070,0.064,0.084,0.077,0.107,0.132,0.168,0.168,0.205,0.285,0.321,0.371,0.398,0.387,0.343,0.348,0.387,0.376,0.364,0.373,0.366
West Bank and Gaza,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pacific island small states,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Post-demographic dividend,65.023,68.509,75.524,76.916,77.056,79.306,92.730,106.453,112.275,114.072,114.978,113.718,123.342,132.818,147.990,161.457,166.101,185.277,212.854,244.666,280.177,305.864,350.628,350.881,368.942,398.704,457.989,499.864,524.085,537.987,575.413,555.946,592.488,565.535,566.030,575.006,562.687,547.764,537.989,551.259,560.561,564.715,627.872,736.203,825.466,871.178,913.066,984.542,1084.780,1118.150,1150.890,1191.430,1147.420,1089.970,1061.640,1001.820,1016.180,1039.730,1104.650,1162.220,1230.760,1303.500,1402.270
French Polynesia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Qatar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.617,1.060,1.467,0.905,0.875,1.529,0.000,0.865,0.983,0.848,0.791,0.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.761,0.785,0.772,0.888,1.066,1.562,2.318,1.948,1.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.593,15.412
Romania,0.741,0.795,0.902,0.905,0.949,1.034,1.076,1.124,1.256,1.380,1.542,1.618,1.825,0.545,0.566,0.636,0.692,0.717,0.834,0.860,0.756,0.915,0.989,0.888,0.731,2.050,2.308,2.272,2.524,2.572,1.739,1.377,0.832,0.722,0.937,0.983,0.874,1.075,1.254,0.955,0.936,0.986,1.056,1.250,1.530,1.976,2.251,2.608,3.000,2.225,2.086,2.380,2.103,2.453,2.691,2.581,2.644,3.622,4.359,4.613,5.052,5.300,5.187
Russian Federation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.767,13.548,12.742,15.826,17.577,7.956,6.469,9.228,11.683,13.944,16.974,20.955,27.337,34.518,43.535,56.184,51.532,58.720,70.238,81.469,88.353,84.697,66.422,69.245,66.913,61.609,65.201,61.713,65.908,86.373
Rwanda,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.008,0.009,0.010,0.016,0.014,0.020,0.024,0.029,0.028,0.028,0.025,0.027,0.035,0.036,0.037,0.042,0.095,0.105,0.089,0.089,0.041,0.056,0.074,0.077,0.087,0.081,0.061,0.057,0.051,0.045,0.041,0.045,0.055,0.056,0.068,0.075,0.075,0.075,0.080,0.082,0.091,0.104,0.107,0.116,0.119,0.124,0.148,0.168,0.177
